Informasi nama, keahlian, jadwal, dan gaya bimbingan dosen

Nama Dosen Pembimbing	Keahlian	Jadwal Bimbingan	Gaya Bimbingan
Liliana S.T. M.Eng. Ph.D.	Computer Vision, Virtual Reality Game Development, Aritificial Intelligence.	Senin 16.00 - 18.00   Selasa 16.00 - 18.00	Liliana merupakan seorang dosen pembimbing yang tidak hanya fokus pada keperluan akademis mahasiswa bimbingan. Beliau cenderung juga membantu mahasiswa secara psikologis. Beliau siap mendengar keluh kesah mahasiswa bimbingan sekaligus memberikan solusi untuk itu.
Dr. Andi Wijaya S.Kom. M.T.	Data Science, Machine Learning, Big Data Analytics, Cloud Computing.	Jadwal Bimbingan: Rabu 14.00 - 16.00  Jumat 10.00 - 12.00	Dr. Andi sangat detail dan teliti dalam membimbing mahasiswa. Beliau selalu memastikan bahwa setiap mahasiswa memahami konsep dasar sebelum melanjutkan ke topik yang lebih kompleks. Beliau juga sangat terbuka untuk diskusi dan memberikan banyak referensi bacaan.
Prof. Budi Santoso S.T. M.Sc. Ph.D.	Network Security, Cybersecurity, Cryptography, Ethical Hacking.	Jadwal Bimbingan: Senin 09.00 - 11.00  Kamis 13.00 - 15.00	Prof. Budi dikenal sebagai dosen yang sangat disiplin dan tegas. Beliau menekankan pentingnya etika dalam penelitian dan selalu mendorong mahasiswa untuk berpikir kritis dan analitis. Beliau juga sering memberikan tantangan praktis untuk menguji pemahaman mahasiswa.
Ir. Citra Dewi M.T. Ph.D.	Software Engineering, Agile Development, Development Operational, Mobile Application Development.	Jadwal Bimbingan: Selasa 15.00 - 17.00  Jumat 14.00 - 16.00	Ir. Citra sangat mendukung dan selalu berusaha menciptakan lingkungan yang nyaman bagi mahasiswa. Beliau sering menggunakan pendekatan kolaboratif dalam bimbingan dan mendorong mahasiswa untuk bekerja dalam tim. Beliau juga sangat responsif terhadap pertanyaan dan masalah yang dihadapi mahasiswa.
Dr. Dedi Kurniawan S.T. M.Eng.	Artificial Intelligence, Natural Language Processing, Computer Vision, Robotics.	Jadwal Bimbingan: Rabu 10.00 - 12.00  Kamis 16.00 - 18.00	Dr. Dedi sangat inovatif dan selalu mendorong mahasiswa untuk berpikir out-of-the-box. Beliau sering memberikan proyek-proyek penelitian yang menantang dan relevan dengan perkembangan teknologi terkini. Beliau juga sangat mendukung pengembangan soft skills mahasiswa.
Prof. Eko Prasetyo S.Kom. M.Sc. Ph.D.	Web Development, Internet of Things, Cloud Computing, Blockchain Technology.	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	Prof. Eko sangat berorientasi pada hasil dan selalu mendorong mahasiswa untuk mencapai target penelitian mereka. Beliau sering memberikan feedback konstruktif dan membantu mahasiswa dalam merencanakan langkah-langkah penelitian mereka. Beliau juga sangat mendukung penggunaan teknologi terbaru dalam penelitian.
Ir. Resmana Lim M.Eng.	Electrical Engineering, Internet of Things, Computer Architecture, Computer Theory	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	 



Informasi publikasi dosen

Nama Dosen	Judul Paper	Abstrak/Preview	Jenis	Tahun	Tag
	Pembuatan bot telegram untuk mengambil informasi dan jadwal film menggunakan php	Instant Messaging (IM) Telegram yang diluncurkan pada Agustus tahun 2013 menjadi salah satu aplikasi IM yang banyak digunakan oleh masyarakat di seluruh dunia. Kelebihan IM Telegram salah satunya adalah adanya landasan untuk menggunakan Application Programming Interface (API) untuk masyarakat luas. Salah satu API yang disediakan adalah fitur Bot. Implementasi Bot sudah mulai banyak digunakan, salah satu keunggulan Bot adalah keandalan untuk menyediakan data ke pengguna yang tidak terbatas oleh waktu. Jadwal tayang bioskop yang sering menjadi kebutuhan masyarakat luas dapat diakses melalui banyak media, namun tidak melalui satu aplikasi, pengguna masih harus sering mengganti aplikasi untuk mendapatkan jadwal jam tayang, dengan Bot ini maka pengguna hanya butuh untuk mengirimkan perintah ke akun Bot dan jadwal jam tayang akan langsung diberikan ke pengguna yang membutuhkan	Journal	2017	
	Aplikasi Lombok Tourism Berbasis Android	"Lombok merupakan tempat yang indah dan menarik untuk di kunjungi, tetapi karena kekurangan peminat dan perhatian setempat, sekarang lombok menjadi kurang maju, padahal jika dibandingkan dengan tempat lain di indonesia, lombok sangat lah indah.
Aplikasi ini akan membantu wisatawan yang ingin berwisata di pulau lombok dan juga sangat banyak informasi yang dapat diperolejh dari fitur aplikasi ini, seperti saat wistawan ingin melihat pemandangan yang indah tetapi tidak mengetahui jalan menuju kesana, maka akan dipandu dengan fitur rute yang ada di aplikasi ini, dan juga bila kehabisan uang, bensin dan lain lain, ada fitur nearby yang dapat menunjukan posisi terdekat user sekarang dan mana saja yang harus di datangi. User dengan dapat merencanakan perjalanan karena memiliki fitur dimana user dapat merencanakan perjalanannya sendiri. Memiliki fitur nearby dimana ad acara mencari atm/rental mobil dan pom bensin terdekat yang dapat membuat user menjadi tenang dan mengetahui banyak informasi mengenai sekitarnya"	Journal	2017	
	Pembuatan Marketplace Penjualan Makanan Khas Indonesia	Pengembangan bisnis kuliner dapat menggunakan internet, terkhusus bagi wilayah Indonesia yang luas dan kaya akan beragam makanan khas sehingga untuk mengembangkan usahanya, maka diperlukan media yang dapat memudahkan jangkauan informasi ke seluruh Indonesia. Tujuan dari pembuatan tugas akhir ini adalah untuk menyediakan sebuah media komunikasi bagi penjual dan pembeli melalui media internet yang dibentuk di dalam sebuah website. Dalam Pembuatan Marketplace Penjualan Makanan Khas Indonesia, software yang digunakan seperti; notepad++, XAMPP dan browser, HTML, CSS3, PHP, dan MySQL untuk membuat database. Penulis juga menggunakan Facebook API untuk mengintegrasikan pengguna dengan media sosial facebook, serta mempermudah pengisian data pribadi pengguna. Skripsi ini telah berhasil mensimulasikan sebuah online marketplace yang digunakan sebagai tempat transaksi penjualan dan pembelian produk makanan khas Indonesia dan telah melalui pengujian terhadap kombinasi teknologi yang digunakan untuk membuat website ini.	Journal	2017	Website, Marketplace, Makanan Khas Indonesia
	Aplikasi Informasi Wisata Kota Jember Berbasis Mobile Dengan Dukungan Info Transportasi Dan Fasilitas Umum	"Indonesia merupakan negara yang terkenal dengan banyak tempat wisata dan kuliner yang unik tiap-tiap daerah, baik oleh wisatawan dalam negeri maupun luar negeri. Hal tersebut menjadikan banyak wisatawan yang berdatangan dalam jumlah banyak ke daerah tempat wisata setiap tahunnya. Jawa Timur merupakan provinsi yang terkenal memiliki banyak tempat wisata dan kuliner yang paling banyak dikunjungi oleh wisatawan. Salah satu di Jawa Timur yang terkenal dengan wisatanya adalah kota Jember.
Banyaknya wisatawan yang berdatangan ke kota Jember untuk mengunjungi tempat wisata dan mencicipi kuliner-kuliner. Akan tetapi wisatawan tersebut tidak informasi yang tempat wisata apa saja yang ada di kota Jember kesulitan mencari tempat wisatawisata yang ada di kota Jember. Wisatawan juga kesulitan untuk mencari tempat umum seperti rumah sakit. Hal tersebut menyebabkan wisatawan kesulitan mencari informasi wisata dan transportasi ke tempat wisata dan kuliner tujuan yang diinginkan."	Journal	2017	Wisatawan, Wisata, Aplikasi Mobile
	Pembuatan Web Application untuk Mendukung Pelayanan Asisten Tutor di Universitas Kristen Petra	"Asisten tutor adalah sebutan bagi mahasiswa yang melayani mahasiswa baru dalam kelompok-kelompok kecil, dalam sebuah program pembinaan mahasiswa baru yang dikenal sebagai Ethics Enrichment. Pada saat ini, setiap alat pembantu yang dipakai asisten tutor dicetak dengan menggunakan kertas. Dibandingkan dengan jumlah asisten tutor, pencetakan dengan kertas ini adalah pemborosan dan tidak terlalu praktis, khususnya bila melihat perkembangan teknologi yang sebenarnya dapat memudahkan pelayanan asisten tutor.
Web application dibuat dengan tujuan untuk membantu pelayanan asisten tutor melalui sebuah sistem yang dapat diakses di berbagai perangkat dan dapat memenuhi kebutuhan-kebutuhan dari asisten tutor dalam melakukan pelayanan. Beberapa fitur yang terdapat di dalam web application antara lain akses materi, penilaian, absensi online, dan interaksi dengan mahasiswa baru seperti perjanjian pertemuan dan sharing"	Journal	2017	Aplikasi Web, Kerangka Kerja, JavaScript, PHP, AngularJS, Laravel, JSON Web Token, REST
	Pembuatan Aplikasi Buku Multimedia Cerita Alkitab	"Membaca merupakan salah satu fungsi yang paling penting dalam hidup, bahwa semua proses belajar didasarkan pada kemampuan membaca. Buku bergambar adalah buku yang banyak mengandung ilustrasi. Bagi anak-anak membaca buku bergambar memiliki kenikmatan tersendiri karena mempermudah mereka mengerti apa yang dijelaskan dalam buku tersebut. Alkitab sulit dipahami oleh anak-anak, karena didalam Alkitab hanya terdapat kata-kata yang tidak menarik. Oleh karena itu, dalam menceritakan Alkitab untuk anak-anak dibutuhkan suatu metode yang dapat membuat Alkitab digemari dan dipelajari dengan mudah oleh anak-anak.
Aplikasi Buku Multimedia Cerita Alkitab ini ditujukan agar mempermudah user dalam membaca dikarenakan cerita yang disajikan dengan cara semenarik mungkin menggunakan gambargambar yang dapat berinteraktif, seperti disetiap gambar terdapat pop-up yang akan muncul maupun suara yang ditimbulkan"	Journal	2017	"Buku Multimedia, Cerita Alkitab, HTML5, Jigsaw
Puzzle, Matching Game"
Stephanus A. Ananda, S.T., M.Sc. Ph.D.	Power Flow Analysis of On-Grid Photovoltaic Generation Using A Solid-State Transformer	This paper describes the power flow of a grid-connected PV system utilizing a Solid-State Transformer (SST). The SST system comprises a DC-AC converter, an isolated high-frequency step-up transformer, a bridge rectifier, and a Voltage Source Inverter (VSI). The DC-AC converter transforms the PV panel output voltage into a 5-kHz three-level square wave, where its pulse width regulates the PV load lines to generate power. The VSI delivers the PV power to the single-phase grid employing a grid current controller and a DC bus voltage controller. Computer simulation results verify the system’s effectiveness in controlling the power flow from the PV panel through SST to the load and the grid while maintaining the grid current to be sinusoidal with a unity power factor, regardless of the presence of sunlight	Journal	2024	Solid State Transformer, Grid-connected PV, Voltage Source Inverter (VSI), Three-level square wave, Photovoltaic
	A Comparative Study between the Facebook Prophet Model and SARIMA for Bitcoin Price Prediction	The volatile nature of cryptocurrency markets, particularly Bitcoin, has led to an increased interest in developing accurate forecasting models for price predictions. In this study, we conduct a comparative analysis between two widely used time series forecasting models, the Facebook Prophet Model and SARIMA (Seasonal Autoregressive Integrated Moving Average), to assess their effectiveness in predicting Bitcoin prices. Based on the conducted tests, the results indicate that the Facebook Prophet model performs less favourably compared to SARIMA for daily Bitcoin predictions. However, the Facebook Prophet model yields better results than SARIMA in monthly predictions. The Mean Absolute Percentage Error (MAPE) for daily Bitcoin predictions is 6.7% when using the Facebook Prophet model, whereas the MAPE for daily Bitcoin predictions with the SARIMA model is 4.5%. The MAPE for monthly Bitcoin predictions using the Facebook Prophet model is 2.6%, while the MAPE for monthly Bitcoin predictions with the SARIMA model is 8.4%.	Journal	2024	Bitcoin Prediction, Facebook Prophet Model, SARIMA model
	On-Grid Photovoltaic System Using A Solid-State Transformer	This paper explains a single-phase on-grid PV system employing a solid-state transformer (SST) which consists of a DC-AC converter, a high-frequency transformer, a simple rectifier, and a Voltage Source Inverter (VSI). The DC-AC converter converts the PV panel output voltage to a high-frequency three-level square wave required by the transformer operation. The pulse width of the square wave determines the PV operating points. The high-frequency transformer provides voltage level matching and galvanic isolation between the PV panels and the grid. While a simple rectifier produces a DC bus voltage for the VSI. The VSI has a grid current controller and a DC bus voltage controller to regulate the electrical power flow of the grid, the load, and the PV panel	Konferensi	2023	Solid State Transformer, On-Grid PV, Converter, Voltage Source Inverter
	Pelatihan Metode Computational Thinking melalui Pemrograman Menggunakan Scratch untuk Siswa Sekolah Dasar	Pelatihan pemrograman dengan menggunakan scratch bertujuan untuk membantu mengajarkan konsep berpikir komputasi secara sederhana kepada siswa Sekolah Dasar. Metode yang digunakan dalam pelatihan ini adalah dengan memberikan penjelasan tentang konsep pemrograman lalu dilanjutkan dengan memberikan contoh contoh program sederhana. Selanjutnya siswa diajak untuk mencoba secara langsung menggunakan komputer dan diminta untuk menjelaskan langkah-langkah yang dilakukan. Harapan dari adanya pelatihan ini adalah siswa sekolah dasar mampu berpikir secara komputasi dan dapat menerapkan dalam kehidupan sehari-hari. Setelah 2 hari pelatihan, siswa sekolah dasar menunjukkan hasil yang baik, dimana mereka mampu membuat program sederhana berdasarkan permasalahan yang ada.	Journal	2023	 algoritma, berpikir komputasi, pemrograman Scratch
	Monitoring Kadar Amonia dalam Akuarium Ikan Menggunakan Metode Verifikasi Warna RGB dengan Memanfaatkan ESP32-CAM	Permasalahan utama yang seringkali ditemukan adalah kualitas air akuarium yang buruk selama masa pemeliharaan, sehingga dapat mengakibatkan peningkatan kadar ammonia pada akuarium tersebut. Pada skripsi ini spesimen yang akan digunakan untuk pengujian adalah ikan predator, dimana makanan dari ikan ini merupakan daging-daging mentah atau ikan hidup yang ukurannya lebih kecil dari ikan tersebut. Sehingga dengan adanya makanan yang bersisa dapat meningkatkan produksi ammonia pada air akuarium tersebut. Peningkatan produksi ammonia akan berakibat pada peningkatan nitrogen cycle juga, dimana siklus tersebut akan menghasilkan lebih banyak nitrogen yang mengakibatkan berkurangnya oksigen pada air. Efek ammonia terhadap ikan dapat bervariasi, mulai dari kesulitan bernafas, kehilangan nafsu makan, dan lama kelamaan akan menyebabkan kematian pada ikan. Pada skripsi ini akan dibuat sistem monitoring kadar ammonia akuarium yang berbasis IoT (Internet of Things)	Journal	2022	 Internet of Things, OpenCV, Ikan Eksotik, Monitoring, Otomatisasi, Aplikasi mobile
	Aplikasi Sentiment Analysis terhadap Trend Cryptocurrency pada Platform Twitter Menggunakan Library Textblob sebagai Alat Bantu Berinvestasi	Seiring perkembangan teknologi informasi yang pesat banyak alat komunikasi digital yang memudahkan masyarakat dalam mengakses atau membagikan informasi. Twitter merupakan salah satu media sosial yang penggunanya tercatat lebih dari 1, 3 miliar dan lebih dari 500 juta tweets atau cuitan setiap harinya. Dengan keunikan Twitter yang membatasi jumlah penulisannya sebanyak 280 karakter, menjadikan Twitter sebagai media sosial berisikan mengenai sentimen akan suatu hal. Cryptocurrency sendiri mendapat 4, 1 juta hashtag exposure per jam dan memiliki 2225 tweets atau cuitan unik per jam pada platform Twitter. Banyaknya tweets terkait Cryptocurrency menyebabkan para investor mengalami rugi dalam hal waktu karena harus menilai sebuah tweets secara manual. Untuk mngatasi hal tersebut, upaya yang dapat diwujudkan adalah dengan mengklasifikasi sentimen. Salah satu metode Natural Language Processing yang sudah dikembangkan untuk klasifikasi sentimen adalah TextBlob.	Journal	2022	 Sentiment Analysis, Cryptocurrency, TextBlob, NLP
	Penerapan Modified ADASYN untuk Meningkatkan Akurasi Pendeteksian Pola Fraud pada Transaksi Kartu Kredit	One of the most influential factors in accuracy is class imbalance, this is reviewed in a study conducted by Gameng et al.(2019). In the study of Bagga et al.(2020), the Pipelining method combined with ADASYN the accuracy can reach 0.99999. The problem in this study is that accuracy may not necessarily reach 0.99999 if using a dataset outside the dataset they are using and if using a Classificationnn algorithm other than pipelining. In a study conducted by Dornadula & Geetha (2019), the highest accuracy was only 0.9994. In the research conducted by Makki et al.(2019), the Classificationnn model that uses the class balancing method has lower accuracy.	Journal	2021	credit-card fraud, modified ADASYN, pipelining, imbalanced classification, class imbalance
	Multi-Agent System Fault Protection with Topology Identification in Microgrids	Data acquisition and supervisory control are usually performed using client-server architecture and centralized control in conventional power systems. However, the message transmission and fault clearing are too slow for large-scale complex power systems. Microgrid systems have various types of distributed energy resources (DERs) which are quite different in characteristics and capacities, thus, the client-server architecture and centralized control are inadequate to control and operate in microgrids. Based on MATLAB/Simulink (ver.R2012a) simulation software and Java Agent Development Framework (JADE) (JADE 4.1.1-revision 6532), this paper proposes a novel fault protection technology that used multi-agent system (MAS) to perform fault detection, fault isolation and service restoration in microgrids. A new topology identification method using the YBus Matrix Algorithm is presented to successfully recognize the network configurations. The identification technology can respond to microgrid variations. Furthermore, the interactive communications among intelligent electronic devices (IEDs), circuit breakers (CBs), and agents are clarified during fault occurrence. The simulation results show that the proposed MAS-based microgrids can promptly isolate faults and protect the system against faults in real time	Journal	2017	multi-agent system, microgrid, distributed energy resources, topology identification bus, impedance matrix
Ir. Resmana Lim, M.Eng	Pengaruh Internal Pressure Pada Pengelasan Sleeve Pada Pipa ASTM A 106 Grade B	Sleeve merupakan metode maintenance atau repair yang biasa diaplikasikan in-service pipelines atau piping system. Metode ini prinsip dasarnya identik dengan doubling plate tapi memiliki masalah yang lebih rumit. Metode ini diaplikasikan jika pipelines atau piping system mengalami kerusakan minor seperti internal corrosion yang mengakibatkan tebal dari pipa sudah berkurang dari tebal minimum yang dipersyaratkan. Sebelum sleeve diaplikasikan haruslah dibuat mock-up terlebih dahulu. Metode ini juga merupakan salah satu prosedur bila akan dilakukan hot tapping. Dalam pengelasan ini menggunakan material pipa ASTM A 106 grade B setara dengan API 5L grade B NPS 12 sch 40, sleeve SA 516 grade 70 dengan tebal 8 mm dan backing A 36 dengan tebal 3 mm. Proses pengelasan dilakukan dengan metode SMAW pada posisi 4G dan 2F dengan elektroda pada 4G menggunakan AWS E-7016 untuk root dan fill menggunakan AWS E-7018, sedangkan untuk 1F menggunakan AWS E-7018 dengan variasi internal pressure 0 (tanpa pressure), 2, 5, dan 5 bar. Dari uji kekerasan, semakin besar pressure hasil kekerasannya meningkat, akan tetapi hal ini hanya terjadi pressure sampai 2, 5 bar. Kemudian kenaikan pressure akan menghasilkan kekerasan yang lebih rendah. Hal ini terjadi karena tidak adanya tenggang waktu antar pengelasan dengan pressure 0, 2, 5, dan 5 bar sehingga temperatur air yang ada di dalam pipa meningkat akibat proses pengelasan sebelumnya yaitu dengan pressure 0 dan 2, 5 bar sehingga tidak mampu memberikan efek quenching seperti yang terjadi pada 2, 5 bar.	Journal	2024	
	Perancangan Sistem Penjadwalan Perawatan Yang Mendukung Total Productive Maintenance Di PT X	PT X yang memproduksi timba plastik memiliki Overall Equipment Effectiveness awal sangat rendah. Selain itu, divisi perawatan perusahaan melakukan perawatan tanpa adanya jadwal perawatan yang pasti sehingga pekerja hanya mengandalkan pengalaman mereka. Penelitian ini berfokus pada pembuatan jadwal perawatan preventif yang mendukung penerapan delapan pilar Total Productive Maintenance. Upaya perbaikan tersebut diharapkan dapat meningkatkan nilai OEE. Langkah awal yang dilakukan ialah memilih obyek mesin yang kritis sesuai dengan informasi dari pihak manajemen perusahaan. Langkah berikutnya adalah melakukan perhitungan nilai OEE berdasarkan data arsip laporan produksi pada mesin yang dipilih. Dari perhitungan OEE dan six big losses diperoleh kerugian apa yang paling dominan terjadi pada mesin tersebut. Hasil identifikasi kerugian tersebut dipakai sebagai patokan untuk membuat sistem penjadwalan perawatan dan upaya perbaikan lain yang mendukung implementasi TPM. Setelah jadwal perawatan tersebut diterapkan bersama dengan usulan-usulan perbaikan lainnya, penulis melakukan pengumpulan data pasca penerapan perbaikan. Dari data yang terbaru didapatkan peningkatan nilai OEE menjadi 61, 91%.	Journal	2024	total productive maintenance, overall equipment effectiveness, six big losses
